country,iso3,euregion,eastwest,eumember,party_short,party_original,party_long,party_id,family,govt,vote,seat,electionyear,epvote,eu_position,lrgen,lrecon,galtan,spendvtax,deregulation,redistribution,econ_interven,protectionism,civlib_laworder,sociallifestyle,religious_principles,immigrate_policy,multiculturalism,ethnic_minorities,anti_islam_rhetoric,environment,nationalism,regions,urban_rural,russian_interference,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership,partyfacts_id
Belgium,BEL,West,west,EU member state,PSC/CDH,Parti Social Chrétien; Centre Démocrate Humaniste,Christian Social Party; Humanist Democratic Centre,108,christdem,not in government,3.7,3.4000000953674316,2019,3.45,6.416666507720947,4.583333492279053,4.666666507720947,5,5.083333492279053,4.777777671813965,3.9166667461395264,4.454545497894287,4.699999809265137,4.363636493682861,4.454545497894287,5.900000095367432,4.5,4.181818008422852,4.090909004211426,1.75,4.777777671813965,4.090909004211426,5.818181991577148,6,0.1111111119389534,4.090909004211426,1.7272727489471436,1.545454502105713,6.699999809265137,633
Denmark,DNK,North,west,EU member state,LA,Liberal Alliance,Liberal Alliance,218,liberal,not in government,2.3,2.299999952316284,2019,2.2,4.0714287757873535,8,8.714285850524902,3.857142925262451,9.384614944458008,8.461538314819336,9.071428298950195,8.307692527770996,1.1818181276321411,4.357142925262451,2.642857074737549,1.5,6.285714149475098,5.692307472229004,5.307692527770996,3.3636362552642822,6.785714149475098,4.166666507720947,5.400000095367432,3.9285714626312256,0.7692307829856873,4.5,3.538461446762085,1.615384578704834,8.571428298950195,212
Denmark,DNK,North,west,EU member state,NB,Nye Borgerlige,TheNew Right,220,rad right,not in government,2.4,2.299999952316284,2019,NA,1.7857142686843872,9,8.571428298950195,8.307692527770996,9,8.230769157409668,8.785714149475098,8.230769157409668,3.444444417953491,8.833333015441895,6.181818008422852,4.777777671813965,9.642857551574707,9.692307472229004,9.461538314819336,8.818181991577148,6.769230842590332,9.166666984558105,4.5,5.2727274894714355,0.8461538553237915,5.400000095367432,6.416666507720947,1.692307710647583,9.214285850524902,7339
Denmark,DNK,North,west,EU member state,DF,Dansk Folkeparti,Danish People’s Party,215,rad right,not in government,8.7,9.100000381469727,2019,10.8,2,6.9285712242126465,4.4285712242126465,8,4.153846263885498,5,4.357142925262451,4.916666507720947,6.2727274894714355,8.928571701049805,5.4285712242126465,5,9,9.230769157409668,9.230769157409668,7.909090995788574,6.785714149475098,9.230769157409668,4.583333492279053,7.714285850524902,1.076923131942749,5.769230842590332,5.692307472229004,1.692307710647583,9.357142448425293,1022
Denmark,DNK,North,west,EU member state,A,Alternativet,TheAlternative,219,green,not in government,3,2.9000000953674316,2019,3.4,5.384615421295166,2.5,3.2142856121063232,0.9285714030265808,3,2.909090995788574,2.846153736114502,3.4166667461395264,3.625,2.538461446762085,0.5714285969734192,0.875,2,2,2.230769157409668,2.545454502105713,2.142857074737549,1.4615384340286255,4.111111164093018,2.642857074737549,0.7692307829856873,6.461538314819336,4.92307710647583,1.7692307233810425,4.07692289352417,4070
Denmark,DNK,North,west,EU member state,KF,Det Konservative Folksparti,Conservative People’s Party,203,cons,not in government,6.6,6.900000095367432,2019,6.2,5.714285850524902,7.0714287757873535,7.5714287757873535,6.0714287757873535,7.07692289352417,6.846153736114502,7.214285850524902,6.307692527770996,3,7.357142925262451,4.142857074737549,3.777777671813965,7.5,7.384615421295166,6.230769157409668,4.454545497894287,5.5,6.333333492279053,4.75,4.5714287757873535,1.076923131942749,3.076923131942749,2.153846263885498,1.5384615659713745,7.285714149475098,536
Denmark,DNK,North,west,EU member state,SF,Socialistisk Folkeparti,Socialist People’s Party,206,green,not in government,7.7,8,2019,13.2,5.142857074737549,2.642857074737549,2.5,2.5714285373687744,1.7692307233810425,2.769230842590332,2.0714285373687744,3.25,4.7272725105285645,3.4285714626312256,1.5714285373687744,1.6666666269302368,4.285714149475098,4.692307472229004,3.307692289352417,3,3.357142925262451,3.5,5.083333492279053,3.4285714626312256,0.9230769276618958,3.615384578704834,2.461538553237915,1.615384578704834,4.857142925262451,329
Denmark,DNK,North,west,EU member state,RV,Det Radikale Venstre,Radical Left-Social Liberal Party,202,liberal,not in government,8.6,9.100000381469727,2019,10.1,6.9285712242126465,5.0714287757873535,5.642857074737549,1.3571428060531616,5.153846263885498,5.461538314819336,5.142857074737549,5.384615421295166,2.3636362552642822,2.357142925262451,1.1428571939468384,1.3333333730697632,2,2.692307710647583,2.461538553237915,3.454545497894287,3.642857074737549,1.307692289352417,5.25,2.2142856121063232,0.8461538553237915,3.153846263885498,2,1.692307710647583,7.0714287757873535,1507
Denmark,DNK,North,west,EU member state,v,"Venstre, Danmarks Liberale Parti","Venstre, Liberal Party of Denmark",211,liberal,not in government,23.4,24.600000381469727,2019,23.5,5.785714149475098,6.642857074737549,6.857142925262451,5.357142925262451,6.384615421295166,6.615384578704834,6.5,6,2.909090995788574,6.785714149475098,3.2857143878936768,2.777777671813965,7.5,7.307692527770996,6.461538314819336,5.636363506317139,6.142857074737549,5.166666507720947,3.8333332538604736,7.285714149475098,0.9230769276618958,3.230769157409668,2.538461446762085,1.5384615659713745,6.785714149475098,1204
Denmark,DNK,North,west,EU member state,EL,Enhedslisten,Unity List-Red / Green Alliance,213,rad left,not in government,6.9,7.400000095367432,2019,5.5,2.4285714626312256,1,1,1.0714285373687744,0.5384615659713745,1.4615384340286255,0.6428571343421936,1.5384615659713745,6.181818008422852,2.142857074737549,0.8571428656578064,0.6666666865348816,2.4285714626312256,2.538461446762085,2,2.7272727489471436,3,2.6666667461395264,5.090909004211426,2.357142925262451,0.9230769276618958,4.92307710647583,4.153846263885498,1.615384578704834,3.857142925262451,1527
Denmark,DNK,North,west,EU member state,SD,Socialdemokraterne,Social Democrats,201,socialist,in government,25.9,27.399999618530273,2019,21.5,5.0714287757873535,4,3.7142856121063232,5,3,4.153846263885498,3.142857074737549,3.769230842590332,4.2727274894714355,7,3,1.8888888359069824,6.857142925262451,7.307692527770996,6,5.090909004211426,4.785714149475098,5.666666507720947,5.333333492279053,5.214285850524902,1,3.230769157409668,2.769230842590332,1.692307710647583,6.9285712242126465,379
Germany,DEU,West,west,EU member state,Piraten,Piratenpartei Deutschland,Pirate Party of Germany,311,no family,not in government,NA,NA,2017,0.7,6.5,2.142857074737549,2.4000000953674316,1.3333333730697632,3.25,2,2.5,2.75,3,0.6666666865348816,0.875,0.75,1.25,1.5,2.6666667461395264,1,4.5,1.1428571939468384,5,0.8571428656578064,0,8.899999618530273,8.800000190734863,6,1.5,1287
Germany,DEU,West,west,EU member state,CDU,Christlich Demokratische Union Deutschlands,Christian Democratic Union of Germany,301,christdem,in government,26.8,28.200000762939453,2017,22.6,6.285714149475098,5.857142925262451,5.904761791229248,5.857142925262451,6.157894611358643,5.94444465637207,5.947368621826172,5.736842155456543,3.3888888359069824,6.599999904632568,5.1052632331848145,6.400000095367432,6,7.050000190734863,6,2.882352828979492,6.050000190734863,5.473684310913086,4,6.099999904632568,2.6470587253570557,1.7000000476837158,0.75,1.3684210777282715,8.315789222717285,1375
Germany,DEU,West,west,EU member state,CSU,Christlich Soziale Union in Bayern,Christian Social Union in Bavaria,308,christdem,in government,6.2,6.5,2017,6.3,5.684210300445557,7.190476417541504,6.38095235824585,7.285714149475098,6.6315789222717285,6.44444465637207,6.315789699554443,6.052631378173828,4.166666507720947,7.699999809265137,6.4210524559021,7.550000190734863,7.699999809265137,8.449999809265137,7.352941036224365,4.588235378265381,6.199999809265137,6.947368621826172,2.2666666507720947,7.75,2.470588207244873,2.8421051502227783,1.5499999523162842,1.2105263471603394,8.315789222717285,1731
Germany,DEU,West,west,EU member state,LINKE,Partei des Demokratischen Sozialismus; Die Linkspartei; Die Linke,Party of Democratic Socialism; Left Party; The Left,306,rad left,not in government,9.2,9.699999809265137,2017,5.5,4.714285850524902,1.4285714626312256,1.2857142686843872,2.809523820877075,1,0.7222222089767456,0.8947368264198303,0.6842105388641357,6.222222328186035,2.4210526943206787,1.6666666269302368,1.149999976158142,2.700000047683716,2.7647058963775635,2.882352828979492,1.625,4.25,2.8947367668151855,5.307692527770996,3.1666667461395264,2.2352941036224365,4.349999904632568,4.449999809265137,2.3684210777282715,6.05555534362793,1545
Germany,DEU,West,west,EU member state,AfD,Alternative für Deutschland,Alternative for Germany,310,rad right,not in government,12.6,13.300000190734863,2017,11,1.9047619104385376,9.2380952835083,7,9.523809432983398,7.285714149475098,6.285714149475098,6,6.666666507720947,6.6875,9.5,9.105262756347656,4.294117450714111,9.899999618530273,9.949999809265137,9.823529243469238,9.470588684082031,8.449999809265137,9.684210777282715,5.916666507720947,7.294117450714111,3,8.315789222717285,9.699999809265137,4.823529243469238,7,1976
Germany,DEU,West,west,EU member state,GRUNEN,Bündnis ’90; Die Grünen,Alliance 90; The Greens,304,green,not in government,8.9,9.399999618530273,2017,20.5,6.761904716491699,3.238095283508301,3.809523820877075,1.0952380895614624,3.1578948497772217,3.2941176891326904,3.4210526943206787,2.78947377204895,3.882352828979492,1.850000023841858,0.8421052694320679,1.899999976158142,1.7000000476837158,1.899999976158142,1.6470588445663452,1.1176470518112183,1.5499999523162842,1.105263113975525,4.153846263885498,2,2.1764705181121826,4.900000095367432,1.7999999523162842,2.473684310913086,4.842105388641357,1816
Germany,DEU,West,west,EU member state,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,302,socialist,in government,20.5,21.600000381469727,2017,15.8,6.523809432983398,3.6190476417541504,3.7142856121063232,3.3809523582458496,3.0526316165924072,3.5,3.0526316165924072,2.78947377204895,4.222222328186035,4.050000190734863,2.6315789222717285,2.8499999046325684,4.150000095367432,4.25,3.941176414489746,1.6470588445663452,4.699999809265137,3.4210526943206787,5.4666666984558105,3.3684210777282715,2.7647058963775635,2.450000047683716,1.350000023841858,1.5263158082962036,5.5789475440979,383
Germany,DEU,West,west,EU member state,DieTier,Mensch Umwelt Tierschutz,Human Environment Animal Protection,312,green,not in government,NA,NA,2017,1.4,5,2.3333332538604736,3,1.5,NA,5,NA,7.5,NA,NA,2.5,6,0,3,NA,NA,0.5,NA,NA,3,0,9.666666984558105,10,0,NA,749
Germany,DEU,West,west,EU member state,FDP,Freie Demokratische Partei,Free Democratic Party,303,liberal,not in government,10.7,11.300000190734863,2017,5.4,5.761904716491699,6.4285712242126465,7.904761791229248,3.4285714626312256,8.894737243652344,8.166666984558105,8.578947067260742,8.684210777282715,1.6111111640930176,3.450000047683716,2.263157844543457,1.850000023841858,5.949999809265137,5.764705657958984,4.75,2.058823585510254,7.526315689086914,3.8947367668151855,5.285714149475098,3.1052632331848145,2.2352941036224365,2.3499999046325684,1.25,1.736842155456543,8.263157844543457,573
Greece,GRC,South,west,EU member state,MR25,Métopo Evropaikís Realistikís Anypakoís,EuropeanRealistic Disobedience Front [MeRa25],417,rad left,not in government,3.44,3,2019,2.99,4.625,1.4285714626312256,1.75,0.6666666865348816,1.5714285373687744,1,1,1.7142857313156128,4.800000190734863,0.6666666865348816,0.6666666865348816,0.8571428656578064,0.6666666865348816,0.8333333134651184,0.800000011920929,0.6666666865348816,2.8333332538604736,1.5714285373687744,3.25,2.5999999046325684,0.3333333432674408,8.285714149475098,8.714285850524902,7.5714287757873535,5.5,7348
Greece,GRC,South,west,EU member state,ND,Néa Dimokratía,New Democracy,402,cons,in government part of year,39.85,52.79999923706055,2019,33.12,6.888888835906982,7.111111164093018,7.222222328186035,7.44444465637207,8,8.333333015441895,7.333333492279053,7.222222328186035,3.375,8.11111068725586,7.222222328186035,8.44444465637207,7.777777671813965,7.888888835906982,7.75,5.44444465637207,6.625,7.111111164093018,4.833333492279053,4.5714287757873535,2.5714285373687744,1.625,1.6666666269302368,5.125,7.888888835906982,794
Greece,GRC,South,west,EU member state,KIDISO,Kinima Dimokraton Sosialiston,Movementof Democratic Socialists,418,socialist,not in government,0.74,0.699999988079071,2019,NA,6.199999809265137,4.199999809265137,4.800000190734863,3.200000047683716,3.5999999046325684,3.799999952316284,3.5999999046325684,3.5,4.599999904632568,1.6666666269302368,2,2.5,3.75,2.799999952316284,3,2.4000000953674316,5.599999904632568,2,3.5,4,1.75,3.5,2.799999952316284,6,6.666666507720947,3212
Greece,GRC,South,west,EU member state,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,401,socialist,not in government,7,6.400000095367432,2019,7.72,6.888888835906982,4.333333492279053,4.222222328186035,3.8888888359069824,3.3333332538604736,4.222222328186035,3.777777671813965,4.111111164093018,5.25,3.444444417953491,2.875,4.666666507720947,4.777777671813965,4.44444465637207,4,2.3333332538604736,5.875,3.8888888359069824,3.3333332538604736,4.4285712242126465,2,2.625,2.1111111640930176,4.75,6.777777671813965,1468
Greece,GRC,South,west,EU member state,EL,Elliniki Lisi,GreekSolution,416,rad right,not in government,3.7,3.299999952316284,2019,4.18,2.125,9,4.375,9.375,4.25,3.142857074737549,3.5714285373687744,3.2857143878936768,9,9.5,9.625,9.375,9.5,9.714285850524902,9.571428298950195,8.5,7.166666507720947,9.625,7.199999809265137,4.800000190734863,3.5,6.5714287757873535,8.5,7.142857074737549,9.666666984558105,7347
Greece,GRC,South,west,EU member state,SYRIZA,Synaspismós tïs Aristerás kai tïs Proódou; Synaspismó’s Rizospastikís Aristerás,Coalition of the Left and Progress; Coalition of the Radical Left,403,rad left,in government part of year,31.53,28.799999237060547,2019,23.75,5,2.3333332538604736,2.222222328186035,2.444444417953491,1.4444444179534912,1.6666666269302368,1.3333333730697632,1.5555555820465088,6.375,1.5555555820465088,1.3333333730697632,1.6666666269302368,2.1111111640930176,1.7777777910232544,1.5,1.3333333730697632,4.142857074737549,1.7777777910232544,3,3.2857143878936768,2,7.375,6.55555534362793,7.75,5.666666507720947,301
Greece,GRC,South,west,EU member state,XA,Laïkós Sýndesmos—Chrysí Avgí,Popular Association—Golden Dawn,415,rad right,not in government,2.93,0,2019,4.87,1.2222222089767456,10,3.375,10,4,3,2.75,2.375,9.571428298950195,10,10,8.25,9.875,10,10,9.375,7.199999809265137,10,7.400000095367432,4.666666507720947,1.8333333730697632,6.375,9.5,8.571428298950195,8,1660
Greece,GRC,South,west,EU member state,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,404,rad left,not in government,5.3,5,2019,5.35,1.1111111640930176,0.2222222238779068,0.1111111119389534,6.625,0.5555555820465088,0,0.1111111119389534,0,9.428571701049805,3,4.75,1,2.6666667461395264,3.7142856121063232,2.142857074737549,1.25,5.666666507720947,5.125,3.75,4.714285850524902,0.4285714328289032,4.4285712242126465,7.888888835906982,5.4285712242126465,9,48
Spain,ESP,South,west,EU member state,PNV,Euzko Alderdi Jeltzalea / Partido Nacionalista Vasco,Basque Nationalist Party,506,regionalist,not in government,1.56,1.7999999523162842,2019,2.82,6.400000095367432,6,5.800000190734863,5.666666507720947,5.133333206176758,5.416666507720947,5.333333492279053,4.866666793823242,5.111111164093018,4.769230842590332,4.142857074737549,6.285714149475098,5.285714149475098,5.25,3.153846263885498,0.4000000059604645,4.916666507720947,6.642857074737549,0.7142857313156128,5.285714149475098,0.10000000149011612,4.166666507720947,1.1538461446762085,4.666666507720947,7.583333492279053,1637
Spain,ESP,South,west,EU member state,PPP,Partido Popular,People’s Party,502,cons,not in government,20.81,26.100000381469727,2019,20.15,6.4666666984558105,8.066666603088379,7.933333396911621,8,8.066666603088379,7.9285712242126465,7.266666889190674,7.599999904632568,3.923076868057251,8.266666412353516,6.933333396911621,8.399999618530273,7.599999904632568,7.866666793823242,7.733333110809326,2,7.333333492279053,8.199999809265137,7.9285712242126465,4.933333396911621,1.7999999523162842,0.9285714030265808,1,2.7857143878936768,8.642857551574707,441
Spain,ESP,South,west,EU member state,Pais,Más Pais,MoreCountry,528,green,not in government,2.4,0.8999999761581421,2019,NA,5.866666793823242,2.7333333492279053,2.799999952316284,1.6666666269302368,1.7999999523162842,2,2.3333332538604736,2.200000047683716,6.454545497894287,1.7142857313156128,1.615384578704834,1.2666666507720947,2.2857143878936768,2.642857074737549,1.7857142686843872,1.1666666269302368,2.066666603088379,2,2.7857143878936768,2.153846263885498,0.10000000149011612,6.692307472229004,6.583333492279053,6.642857074737549,7.25,8395
Spain,ESP,South,west,EU member state,EHB,Amaiur,Amaiur,524,regionalist,not in government,1.14,1.5,2019,NA,4.5,1.2857142686843872,1.4666666984558105,1.75,1.5,1.5833333730697632,1.9166666269302368,1.5,6.777777671813965,1.5,2,0.3636363744735718,2.3636362552642822,2.9000000953674316,0.9166666865348816,0.10000000149011612,2.4000000953674316,6.25,0.2857142984867096,4.818181991577148,0.10000000149011612,8.071428298950195,5.5,5.5,5.888888835906982,1671
Spain,ESP,South,west,EU member state,IU,Izquierda Unida,United Left,504,rad left,not in government,2.2,1.7999999523162842,2019,3.36,5.285714149475098,1.8666666746139526,1.7999999523162842,2.200000047683716,0.7333333492279053,1.1538461446762085,1.399999976158142,0.9333333373069763,7.230769157409668,1.4285714626312256,1.7857142686843872,0.6000000238418579,2.5333333015441895,3.200000047683716,1.600000023841858,0.8333333134651184,3.200000047683716,3.066666603088379,2.5,3.3333332538604736,0.30000001192092896,5.9285712242126465,5.4285712242126465,6.357142925262451,6.07692289352417,247
Spain,ESP,South,west,EU member state,Cs,Ciudadanos—Partido de la Ciudadanía,Citizens—Party of the Citizenry,526,liberal,not in government,6.8,2.9000000953674316,2019,12.18,6.733333110809326,7.199999809265137,7.400000095367432,5.4666666984558105,8,8.230769157409668,6.5333333015441895,7.866666793823242,3.1666667461395264,6.769230842590332,4.133333206176758,4.199999809265137,6.4285712242126465,6.642857074737549,6.5714287757873535,0.9230769276618958,6.714285850524902,7,8.142857551574707,2.5333333015441895,0.6000000238418579,1.7857142686843872,1.615384578704834,5.285714149475098,8.571428298950195,3217
Spain,ESP,South,west,EU member state,BNG,Bloque Nacionalista Galego,Galician Nationalist Bloc,513,regionalist,not in government,0.5,0.30000001192092896,2019,NA,5.545454502105713,3.142857074737549,2.923076868057251,3.0833332538604736,3.0833332538604736,3.2727272510528564,2.9166667461395264,3.3636362552642822,6.625,3.1818182468414307,2.5999999046325684,1.899999976158142,3.555555582046509,3.299999952316284,1.600000023841858,0.3333333432674408,3.777777671813965,6,0.6666666865348816,5.166666507720947,0.10000000149011612,6.666666507720947,2.857142925262451,5,7.125,1011
Spain,ESP,South,west,EU member state,PSOE,Partido Socialista Obrero Español,Spanish Socialist Workers’ Party,501,socialist,in government,28,35.20000076293945,2019,32.86,6.800000190734863,3.5999999046325684,3.799999952316284,2.933333396911621,2.2666666507720947,3.5,2.799999952316284,3.3333332538604736,4.692307472229004,2.866666555404663,2,2.5999999046325684,3.933333396911621,4.333333492279053,3.3333332538604736,0.8461538553237915,3.799999952316284,3.133333444595337,3.9285714626312256,3.5999999046325684,2.0999999046325684,2.7857143878936768,1.1428571939468384,5.785714149475098,8,1338
Spain,ESP,South,west,EU member state,Podemos,Podemos,We Can,525,rad left,in government part of year,8.81,7.599999904632568,2019,5.04,5.266666889190674,1.9333332777023315,2.133333444595337,1.3333333730697632,0.7333333492279053,1,1.6666666269302368,1.2000000476837158,7.384615421295166,1.2000000476837158,1.2666666507720947,0.46666666865348816,1.7333333492279053,2.2666666507720947,1.2000000476837158,1.2857142686843872,2.2666666507720947,2.5999999046325684,2,2.076923131942749,0.20000000298023224,8.071428298950195,7.285714149475098,7.5,6.285714149475098,3203
Spain,ESP,South,west,EU member state,CC,Coalición Canaria,Coalicion Canaria,517,regionalist,not in government,0.51,0.6000000238418579,2019,NA,6.384615421295166,6.714285850524902,6.357142925262451,6.307692527770996,6.333333492279053,6.083333492279053,5.75,6,5.599999904632568,6.083333492279053,4.363636493682861,5.5,6.545454502105713,6.25,3.5999999046325684,0.4444444477558136,5.454545497894287,6.090909004211426,2,5.333333492279053,0.10000000149011612,3.5999999046325684,2,3.700000047683716,7.888888835906982,81
Spain,ESP,South,west,EU member state,PdeCat,Convergència Democràtica de Catalunya/ Partit Demòcrata Europeu Català,Democratic Convergence of Catalonia/ Catalan European Democratic Party,550,regionalist,not in government,2.19,2.299999952316284,2019,4.54,5.133333206176758,6.666666507720947,6.866666793823242,5.866666793823242,6.733333110809326,6.538461685180664,6.214285850524902,6.214285850524902,5,5.384615421295166,4.642857074737549,6.153846263885498,5.357142925262451,6.615384578704834,3.642857074737549,0.6363636255264282,6.0714287757873535,7.4285712242126465,0.5,5.5714287757873535,1.100000023841858,6.461538314819336,4.75,3,7.833333492279053,4795
Spain,ESP,South,west,EU member state,Vox,Vox,Voice(Latin),527,rad right,not in government,15.08,15.199999809265137,2019,6.21,3.2666666507720947,9.714285850524902,9.333333015441895,9.666666984558105,9.214285850524902,9,8.333333015441895,8.466666221618652,6.416666507720947,9.800000190734863,9,9.466666221618652,9.800000190734863,8.666666984558105,9.666666984558105,7.0714287757873535,8.800000190734863,9.733333587646484,9.857142448425293,6.066666603088379,0.699999988079071,1.7857142686843872,6.4285712242126465,5.230769157409668,9.5,3218
Spain,ESP,South,west,EU member state,ERC,Esquerra Republicana de Catalunya,Republican Left of Catalonia,511,regionalist,in government part of year,3.61,3.799999952316284,2019,5.58,5.5333333015441895,3.200000047683716,3.4000000953674316,2.866666555404663,3.133333444595337,3.1666667461395264,3,3.5,6,3.142857074737549,2.4285714626312256,2.200000047683716,3.4285714626312256,4,1.4285714626312256,0.27272728085517883,3.769230842590332,6.214285850524902,0.2142857164144516,4,1.100000023841858,7.357142925262451,4.769230842590332,4.307692527770996,6.846153736114502,848
France,FRA,West,west,EU member state,MoDem,Union pour la Démocratie Française,Union for French Democracy,613,liberal,in government,4.12,7.900000095367432,2017,NA,6.714285850524902,6.125,6.25,4.5,6.285714149475098,6.857142925262451,5.857142925262451,5.857142925262451,3,4.5714287757873535,4.25,3.5,5.375,5.666666507720947,5.285714149475098,2.2857143878936768,6.142857074737549,4,4.199999809265137,4.800000190734863,3,3.375,3.6666667461395264,3.5714285373687744,6.4285712242126465,496
